SKU,Categoria,Subcategoria,Nombre Producto,Descripcion Corta,Descripcion Larga,Unidad Medida,Presentacion Comercial,Tipo
COMB-0111,Combustibles y lubricantes,Filtros,Filtro combustible primario JCB,Filtro combustible primario maquinaria JCB,"Filtro combustible primario maquinaria JCB. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0112,Combustibles y lubricantes,Filtros,Filtro aceite motor Bobcat,Filtro aceite motor maquinaria Bobcat,"Filtro aceite motor maquinaria Bobcat. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0113,Combustibles y lubricantes,Filtros,Filtro hidraulico retorno Bobcat,Filtro hidraulico retorno maquinaria Bobcat,"Filtro hidraulico retorno maquinaria Bobcat. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0114,Combustibles y lubricantes,Filtros,Filtro hidraulico piloto Bobcat,Filtro hidraulico piloto maquinaria Bobcat,"Filtro hidraulico piloto maquinaria Bobcat. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0115,Combustibles y lubricantes,Filtros,Filtro combustible primario Bobcat,Filtro combustible primario maquinaria Bobcat,"Filtro combustible primario maquinaria Bobcat. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0116,Combustibles y lubricantes,Filtros,Filtro aceite motor New Holland,Filtro aceite motor maquinaria New Holland,"Filtro aceite motor maquinaria New Holland. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0117,Combustibles y lubricantes,Filtros,Filtro hidraulico retorno New Holland,Filtro hidraulico retorno maquinaria New Holland,"Filtro hidraulico retorno maquinaria New Holland. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0118,Combustibles y lubricantes,Filtros,Filtro hidraulico piloto New Holland,Filtro hidraulico piloto maquinaria New Holland,"Filtro hidraulico piloto maquinaria New Holland. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0119,Combustibles y lubricantes,Filtros,Filtro combustible primario New Holland,Filtro combustible primario maquinaria New Holland,"Filtro combustible primario maquinaria New Holland. Para construccion de obra civil, terracerias y pavimentos en Mexico.",PIEZA,Pieza,PRODUCTO
COMB-0120,Combustibles y lubricantes,Aceite especial,Aceite martillo hidraulico cubeta,Aceite para rompedores,"Aceite para rompedores. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
COMB-0121,Combustibles y lubricantes,Aceite especial,Aceite compresor piston cubeta,Aceite para reciprocantes,"Aceite para reciprocantes. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
COMB-0122,Combustibles y lubricantes,Aceite especial,Aceite compresor tornillo cubeta,Aceite para rotatorios,"Aceite para rotatorios. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
COMB-0123,Combustibles y lubricantes,Aceite especial,Aceite cadena motosierra cubeta,Aceite para cadena,"Aceite para cadena. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
COMB-0124,Combustibles y lubricantes,Aceite especial,Aceite 2 tiempos cubeta,Aceite para motores pequeños,"Aceite para motores pequeños. Para construccion de obra civil, terracerias y pavimentos en Mexico.",CUBETA_19L,Cubeta 19 L,PRODUCTO
AGRE-0125,Agregados y materiales de banco,Grava,Grava triturada 3/8 pulgada,Grava grueso 3/8in,"Grava grueso 3/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0126,Agregados y materiales de banco,Grava,Grava de rio 3/8 pulgada,Grava redondeada 3/8in,"Grava redondeada 3/8in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0127,Agregados y materiales de banco,Grava,Grava 3/8 viaje 6 m3,Viaje grava 3/8,"Viaje grava 3/8. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0128,Agregados y materiales de banco,Grava,Grava 3/8 viaje 14 m3,Viaje grava 3/8 grande,"Viaje grava 3/8 grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0129,Agregados y materiales de banco,Grava,Grava triturada 1/2 pulgada,Grava grueso 1/2in,"Grava grueso 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0130,Agregados y materiales de banco,Grava,Grava de rio 1/2 pulgada,Grava redondeada 1/2in,"Grava redondeada 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0131,Agregados y materiales de banco,Grava,Grava 1/2 viaje 6 m3,Viaje grava 1/2,"Viaje grava 1/2. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0132,Agregados y materiales de banco,Grava,Grava 1/2 viaje 14 m3,Viaje grava 1/2 grande,"Viaje grava 1/2 grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0133,Agregados y materiales de banco,Grava,Grava triturada 3/4 pulgada,Grava grueso 3/4in,"Grava grueso 3/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0134,Agregados y materiales de banco,Grava,Grava de rio 3/4 pulgada,Grava redondeada 3/4in,"Grava redondeada 3/4in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0135,Agregados y materiales de banco,Grava,Grava 3/4 viaje 6 m3,Viaje grava 3/4,"Viaje grava 3/4. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0136,Agregados y materiales de banco,Grava,Grava 3/4 viaje 14 m3,Viaje grava 3/4 grande,"Viaje grava 3/4 grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0137,Agregados y materiales de banco,Grava,Grava triturada 1 pulgada,Grava grueso 1in,"Grava grueso 1in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0138,Agregados y materiales de banco,Grava,Grava de rio 1 pulgada,Grava redondeada 1in,"Grava redondeada 1in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0139,Agregados y materiales de banco,Grava,Grava 1 viaje 6 m3,Viaje grava 1,"Viaje grava 1. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0140,Agregados y materiales de banco,Grava,Grava 1 viaje 14 m3,Viaje grava 1 grande,"Viaje grava 1 grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0141,Agregados y materiales de banco,Grava,Grava triturada 1 1/2 pulgada,Grava grueso 1 1/2in,"Grava grueso 1 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0142,Agregados y materiales de banco,Grava,Grava de rio 1 1/2 pulgada,Grava redondeada 1 1/2in,"Grava redondeada 1 1/2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0143,Agregados y materiales de banco,Grava,Grava 1 1/2 viaje 6 m3,Viaje grava 1 1/2,"Viaje grava 1 1/2. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0144,Agregados y materiales de banco,Grava,Grava 1 1/2 viaje 14 m3,Viaje grava 1 1/2 grande,"Viaje grava 1 1/2 grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0145,Agregados y materiales de banco,Grava,Grava triturada 2 pulgada,Grava grueso 2in,"Grava grueso 2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0146,Agregados y materiales de banco,Grava,Grava de rio 2 pulgada,Grava redondeada 2in,"Grava redondeada 2in. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0147,Agregados y materiales de banco,Grava,Grava 2 viaje 6 m3,Viaje grava 2,"Viaje grava 2. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0148,Agregados y materiales de banco,Grava,Grava 2 viaje 14 m3,Viaje grava 2 grande,"Viaje grava 2 grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0149,Agregados y materiales de banco,Arena,Arena de rio cribada,Arena lavada concretos,"Arena lavada concretos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0150,Agregados y materiales de banco,Arena,Arena de mina,Arena gruesa morteros,"Arena gruesa morteros. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0151,Agregados y materiales de banco,Arena,Arena manufacturada,Arena triturada,"Arena triturada. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0152,Agregados y materiales de banco,Arena,Arena silica 20-40,Arena filtros,"Arena filtros. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0153,Agregados y materiales de banco,Arena,Arena amarilla,Arena fina junteo,"Arena fina junteo. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0154,Agregados y materiales de banco,Arena,Arena gruesa,Arena morteros,"Arena morteros. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0155,Agregados y materiales de banco,Arena,Arena viaje 6 m3,Arena cribada viaje,"Arena cribada viaje. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0156,Agregados y materiales de banco,Arena,Arena viaje 14 m3,Arena viaje grande,"Arena viaje grande. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0157,Agregados y materiales de banco,Arena,Arena Ottawa saco 25kg,Arena laboratorio,"Arena laboratorio. Para construccion de obra civil, terracerias y pavimentos en Mexico.",SACO_25KG,Saco 25 kg,PRODUCTO
AGRE-0158,Agregados y materiales de banco,Tepetate,Tepetate compactable,Tepetate compactable rellenos,"Tepetate compactable rellenos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0159,Agregados y materiales de banco,Tepetate,Tepetate compactable viaje 6 m3,Viaje tepetate compactable,"Viaje tepetate compactable. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0160,Agregados y materiales de banco,Tepetate,Tepetate compactable viaje 14 m3,Viaje grande tepetate compactable,"Viaje grande tepetate compactable. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0161,Agregados y materiales de banco,Tepetate,Tepetate cribado,Tepetate cribado rellenos,"Tepetate cribado rellenos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0162,Agregados y materiales de banco,Tepetate,Tepetate cribado viaje 6 m3,Viaje tepetate cribado,"Viaje tepetate cribado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0163,Agregados y materiales de banco,Tepetate,Tepetate cribado viaje 14 m3,Viaje grande tepetate cribado,"Viaje grande tepetate cribado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0164,Agregados y materiales de banco,Tepetate,Material banco selecto,Material banco selecto rellenos,"Material banco selecto rellenos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0165,Agregados y materiales de banco,Tepetate,Material banco selecto viaje 6 m3,Viaje material banco selecto,"Viaje material banco selecto. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0166,Agregados y materiales de banco,Tepetate,Material banco selecto viaje 14 m3,Viaje grande material banco selecto,"Viaje grande material banco selecto. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0167,Agregados y materiales de banco,Tepetate,Material cribado,Material cribado rellenos,"Material cribado rellenos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0168,Agregados y materiales de banco,Tepetate,Material cribado viaje 6 m3,Viaje material cribado,"Viaje material cribado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0169,Agregados y materiales de banco,Tepetate,Material cribado viaje 14 m3,Viaje grande material cribado,"Viaje grande material cribado. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0170,Agregados y materiales de banco,Tepetate,Tierra arcillosa,Tierra arcillosa rellenos,"Tierra arcillosa rellenos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0171,Agregados y materiales de banco,Tepetate,Tierra arcillosa viaje 6 m3,Viaje tierra arcillosa,"Viaje tierra arcillosa. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0172,Agregados y materiales de banco,Tepetate,Tierra arcillosa viaje 14 m3,Viaje grande tierra arcillosa,"Viaje grande tierra arcillosa. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_14M3,Viaje 14 M3,PRODUCTO
AGRE-0173,Agregados y materiales de banco,Base hidraulica,Base hidraulica TMA,Base hidraulica TMA pavimentos,"Base hidraulica TMA pavimentos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0174,Agregados y materiales de banco,Base hidraulica,Base hidraulica TMA viaje 6 m3,Viaje base hidraulica TMA,"Viaje base hidraulica TMA. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0175,Agregados y materiales de banco,Base hidraulica,Base hidraulica caliza,Base hidraulica caliza pavimentos,"Base hidraulica caliza pavimentos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0176,Agregados y materiales de banco,Base hidraulica,Base hidraulica caliza viaje 6 m3,Viaje base hidraulica caliza,"Viaje base hidraulica caliza. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0177,Agregados y materiales de banco,Base hidraulica,Base negra con asfalto,Base negra con asfalto pavimentos,"Base negra con asfalto pavimentos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0178,Agregados y materiales de banco,Base hidraulica,Base negra con asfalto viaje 6 m3,Viaje base negra con asfalto,"Viaje base negra con asfalto. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0179,Agregados y materiales de banco,Base hidraulica,Base estabilizada cal,Base estabilizada cal pavimentos,"Base estabilizada cal pavimentos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0180,Agregados y materiales de banco,Base hidraulica,Base estabilizada cal viaje 6 m3,Viaje base estabilizada cal,"Viaje base estabilizada cal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0181,Agregados y materiales de banco,Base hidraulica,Base estabilizada cemento,Base estabilizada cemento pavimentos,"Base estabilizada cemento pavimentos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0182,Agregados y materiales de banco,Base hidraulica,Base estabilizada cemento viaje 6 m3,Viaje base estabilizada cemento,"Viaje base estabilizada cemento. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0183,Agregados y materiales de banco,Sub-base,Sub-base granular,Sub-base granular caminos,"Sub-base granular caminos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0184,Agregados y materiales de banco,Sub-base,Sub-base granular viaje 6 m3,Viaje sub-base granular,"Viaje sub-base granular. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0185,Agregados y materiales de banco,Sub-base,Sub-base cribada,Sub-base cribada caminos,"Sub-base cribada caminos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0186,Agregados y materiales de banco,Sub-base,Sub-base cribada viaje 6 m3,Viaje sub-base cribada,"Viaje sub-base cribada. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0187,Agregados y materiales de banco,Sub-base,Sub-base con cal,Sub-base con cal caminos,"Sub-base con cal caminos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0188,Agregados y materiales de banco,Sub-base,Sub-base con cal viaje 6 m3,Viaje sub-base con cal,"Viaje sub-base con cal. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0189,Agregados y materiales de banco,Sub-base,Sub-base con cemento,Sub-base con cemento caminos,"Sub-base con cemento caminos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0190,Agregados y materiales de banco,Sub-base,Sub-base con cemento viaje 6 m3,Viaje sub-base con cemento,"Viaje sub-base con cemento. Para construccion de obra civil, terracerias y pavimentos en Mexico.",VIAJE_6M3,Viaje 6 M3,PRODUCTO
AGRE-0191,Agregados y materiales de banco,Piedra,Piedra bola 4-8 pulgadas,Piedra gaviones,"Piedra gaviones. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0192,Agregados y materiales de banco,Piedra,Piedra braza,Piedra mamposteria,"Piedra mamposteria. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0193,Agregados y materiales de banco,Piedra,Piedra laja,Piedra decorativa,"Piedra decorativa. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0194,Agregados y materiales de banco,Piedra,Piedra rajon,Piedra rellenos,"Piedra rellenos. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
AGRE-0195,Agregados y materiales de banco,Piedra,Piedra escollera,Piedra taludes,"Piedra taludes. Para construccion de obra civil, terracerias y pavimentos en Mexico.",METRO_CUBICO,M3,PRODUCTO
